,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
2016-06-10,A027410,A138930,A001040,A000120,A097950,A114090,A078930,A007070,A001060,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A068870,A051900,A032640,A011070,A066570,A108670,A051910,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A003570,A010950,A034120,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A035250,A000050,A010130,A002240,A009290,A007690,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A019680,A008060,A000210,A001680,A047040,A042660,A069620,A006650,A003490,A001230,A000990,A005830,A000640,A170900,A007340,A001520,A049770,A014820,A000150,A042670,A034020,A115390,A023530,A004000,A004990,A005300,A011170,A002270,A204320,A033920,A006800,A037620,A007210,A003850,A003000,A005180,A005090,A005610,A006400,A028260,A032830,A018260,A028050,A009150,A005930,A010140,A016360,A029780,A000810,A145990,A000070,A008490,A004490,A001430,A003030,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A111770,A003520,A000670,A007310,A001800,A000030,A014830,A000100,A139480,A000230,A003200,A007570,A020150,A030000,A002620,A004700,A185750,A192820,A120110,A021240,A192400,A005740,A003240,A036580,A047050,A103140,A086790,A000080,A000140,A036460,A071050,A025540,A002960,A015760,A104700,A161890,A161390,A000240,A047810,A060980,A008930,A128940,A009240,A020000,A105630,A014680,A004710,A018880,A009420,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A012450,A000720,A005440,A086280,A064350,A079430,A012330,A010620,A069960,A012630,A017800,A011210,A004020,A009540,A003450,A005380,A057050,A008770,A004800,A093370,A069260,,
2016-10-17,A027410,A138930,A001040,A000120,A097950,A114090,A078930,A007070,A001060,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A068870,A051900,A032640,A011070,A066570,A108670,A051910,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A003570,A010950,A034120,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A035250,A000050,A010130,A002240,A009290,A007690,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A019680,A008060,A000210,A001680,A047040,A042660,A069620,A006650,A003490,A001230,A000990,A005830,A000640,A170900,A007340,A001520,A049770,A014820,A000150,A042670,A034020,A115390,A023530,A004000,A004990,A005300,A011170,A002270,A204320,A033920,A006800,A037620,A007210,A003850,A003000,A005180,A005090,A005610,A006400,A028260,A032830,A018260,A028050,A009150,A005930,A010140,A016360,A029780,A000810,A145990,A000070,A008490,A004490,A001430,A003030,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A111770,A003520,A000670,A007310,A001800,A000030,A014830,A000100,A139480,A000230,A003200,A007570,A020150,A030000,A002620,A004700,A185750,A192820,A120110,A021240,A192400,A005740,A003240,A036580,A047050,A103140,A086790,A000080,A000140,A036460,A071050,A025540,A002960,A015760,A104700,A161890,A161390,A000240,A047810,A060980,A008930,A128940,A009240,A020000,A105630,A014680,A004710,A018880,A009420,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A012450,A000720,A005440,A086280,A064350,A079430,A012330,A010620,A069960,A012630,A017800,A011210,A004020,A009540,A005380,A001450,A057050,A008770,A004800,A093370,A069260,,
2016-12-21,A027410,A138930,A001040,A000120,A097950,A114090,A078930,A007070,A001060,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A068870,A051900,A032640,A011070,A066570,A108670,A051910,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A003570,A010950,A034120,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A005610,A035250,A000050,A010130,A002240,A009290,A007690,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A019680,A008060,A000210,A001680,A047040,A042660,A069620,A006650,A003490,A001230,A000990,A005830,A000640,A170900,A007340,A001520,A049770,A014820,A000150,A042670,A034020,A115390,A023530,A004000,A004990,A005300,A011170,A002270,A204320,A008560,A033920,A006800,A007210,A003850,A003000,A005180,A005090,A006400,A028260,A032830,A018260,A028050,A009150,A005930,A010140,A016360,A029780,A000810,A145990,A000070,A008490,A004490,A001430,A003030,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A111770,A003520,A000670,A007310,A001800,A000030,A014830,A000100,A139480,A000230,A003200,A007570,A020150,A030000,A002620,A004700,A185750,A192820,A120110,A021240,A192400,A005740,A003240,A036580,A047050,A103140,A086790,A000080,A000140,A036460,A071050,A025540,A002960,A015760,A104700,A161890,A161390,A000240,A047810,A060980,A008930,A128940,A009240,A020000,A105630,A014680,A004710,A018880,A009420,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A012450,A000720,A005440,A086280,A064350,A079430,A012330,A010620,A069960,A012630,A017800,A011210,A004020,A009540,A005380,A001450,A057050,A008770,A004800,A093370,A069260,,
2016-12-28,A027410,A138930,A001040,A000120,A097950,A114090,A078930,A007070,A001060,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A051900,A032640,A011070,A066570,A108670,A051910,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A003570,A010950,A034120,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A005610,A035250,A000050,A010130,A002240,A009290,A007690,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A019680,A008060,A000210,A001680,A047040,A042660,A069620,A006650,A003490,A001230,A000990,A005830,A000640,A170900,A007340,A001520,A049770,A014820,A000150,A042670,A034020,A115390,A023530,A004000,A004990,A005300,A011170,A002270,A204320,A008560,A033920,A006800,A007210,A003850,A003000,A005180,A005090,A006400,A028260,A032830,A018260,A028050,A009150,A005930,A010140,A016360,A029780,A000810,A145990,A000070,A008490,A004490,A001430,A003030,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A001780,A005850,A012750,A078520,A036570,A111770,A003520,A000670,A007310,A001800,A000030,A014830,A000100,A139480,A000230,A003200,A007570,A020150,A030000,A002620,A004700,A185750,A192820,A120110,A021240,A192400,A005740,A003240,A036580,A047050,A103140,A086790,A000080,A000140,A036460,A071050,A025540,A002960,A015760,A104700,A161890,A161390,A000240,A047810,A060980,A008930,A128940,A009240,A020000,A105630,A014680,A004710,A018880,A009420,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A012450,A000720,A005440,A086280,A064350,A079430,A012330,A010620,A069960,A012630,A017800,A011210,A004020,A009540,A005380,A001450,A057050,A008770,A004800,A093370,A069260,,
2017-05-11,A027410,A138930,A001040,A000120,A097950,A114090,A078930,A007070,A001060,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A051900,A032640,A011070,A066570,A108670,A051910,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A003570,A010950,A034120,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A005610,A035250,A000050,A010130,A002240,A009290,A007690,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A019680,A008060,A000210,A001680,A047040,A069620,A006650,A003490,A001230,A000990,A005830,A000640,A170900,A007340,A001520,A049770,A014820,A000150,A042670,A034020,A115390,A023530,A004000,A004990,A005300,A011170,A002270,A204320,A008560,A033920,A006800,A007210,A003850,A003000,A005180,A005090,A006400,A028260,A032830,A018260,A028050,A009150,A005930,A010140,A016360,A029780,A000810,A145990,A000070,A008490,A004490,A001430,A003030,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A001780,A005850,A012750,A078520,A036570,A111770,A003520,A000670,A007310,A001800,A000030,A014830,A000100,A139480,A000230,A003200,A007570,A020150,A030000,A002620,A004700,A185750,A192820,A120110,A021240,A192400,A005740,A003240,A036580,A047050,A103140,A086790,A000080,A000140,A036460,A071050,A025540,A002960,A015760,A104700,A161890,A161390,A000240,A047810,A060980,A008930,A128940,A009240,A020000,A105630,A014680,A004710,A018880,A009420,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A012450,A000720,A005440,A086280,A267250,A064350,A079430,A012330,A010620,A069960,A012630,A017800,A011210,A004020,A009540,A005380,A001450,A057050,A008770,A004800,A093370,A069260,,
2017-06-09,A006840,A027410,A138930,A001040,A079160,A000120,A097950,A114090,A078930,A006360,A007070,A001060,A096760,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A051900,A032640,A011070,A066570,A108670,A051910,A079550,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A010950,A034120,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A005610,A035250,A000050,A010130,A002240,A009290,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A251270,A006280,A005250,A004370,A019680,A008060,A000210,A001680,A047040,A069620,A006650,A003490,A001230,A000990,A005830,A026960,A000640,A170900,A007340,A001520,A049770,A014820,A000150,A042670,A034020,A115390,A023530,A004000,A004990,A005300,A011170,A002270,A204320,A008560,A033920,A006800,A003850,A003000,A005180,A006400,A028260,A207940,A032830,A018260,A028050,A009150,A005930,A010140,A016360,A029780,A000810,A145990,A000070,A004490,A001430,A003030,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A001780,A005850,A012750,A078520,A036570,A111770,A003520,A000670,A007310,A001800,A000030,A014830,A000100,A214320,A139480,A007570,A020150,A030000,A002620,A185750,A192820,A120110,A021240,A192400,A003240,A036580,A028670,A047050,A103140,A086790,A000080,A036460,A071050,A025540,A002960,A015760,A161890,A161390,A000240,A047810,A060980,A008930,A128940,A009240,A020000,A105630,A014680,A004710,A018880,A009420,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A012450,A000720,A005440,A086280,A267250,A064350,A079430,A012330,A010620,A069960,A012630,A017800,A011210,A004020,A009540,A005380,A001450,A057050,A008770,A004800,A093370,A069260,,
2017-07-10,A006840,A027410,A138930,A001040,A079160,A000120,A097950,A114090,A078930,A006360,A007070,A001060,A096760,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A051900,A032640,A011070,A066570,A108670,A051910,A079550,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A010950,A034120,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A005610,A035250,A000050,A010130,A002240,A009290,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A251270,A006280,A005250,A004370,A019680,A008060,A000210,A001680,A047040,A069620,A006650,A003490,A001230,A000990,A005830,A026960,A000640,A170900,A007340,A001520,A049770,A014820,A000150,A042670,A034020,A115390,A023530,A004000,A004990,A005300,A011170,A002270,A204320,A008560,A033920,A006800,A003850,A003000,A005180,A006400,A028260,A207940,A032830,A018260,A028050,A009150,A005930,A010140,A016360,A029780,A000810,A145990,A000070,A004490,A001430,A003030,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A001780,A005850,A012750,A078520,A036570,A111770,A003520,A000670,A007310,A271560,A001800,A000030,A014830,A000100,A214320,A139480,A007570,A020150,A030000,A002620,A185750,A192820,A120110,A021240,A192400,A003240,A036580,A028670,A047050,A103140,A086790,A000080,A036460,A071050,A025540,A002960,A015760,A161890,A161390,A000240,A047810,A060980,A008930,A128940,A009240,A020000,A105630,A014680,A004710,A018880,A009420,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A012450,A000720,A005440,A086280,A267250,A064350,A079430,A012330,A010620,A069960,A012630,A017800,A011210,A004020,A009540,A005380,A001450,A057050,A008770,A004800,A093370,A069260,
2017-09-15,A006840,A027410,A138930,A001040,A079160,A000120,A097950,A114090,A078930,A006360,A007070,A001060,A096760,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A051900,A032640,A011070,A066570,A108670,A051910,A079550,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A010950,A034120,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A005610,A035250,A000050,A010130,A002240,A009290,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A251270,A006280,A005250,A004370,A019680,A008060,A000210,A001680,A047040,A069620,A006650,A003490,A001230,A000990,A005830,A026960,A000640,A170900,A007340,A001520,A049770,A014820,A000150,A042670,A034020,A115390,A023530,A004000,A004990,A005300,A011170,A002270,A204320,A008560,A033920,A006800,A003850,A003000,A005180,A006400,A028260,A207940,A032830,A018260,A028050,A009150,A005930,A010140,A016360,A029780,A000810,A145990,A000070,A004490,A001430,A003030,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A111770,A003520,A000670,A007310,A271560,A001800,A000030,A014830,A000100,A214320,A139480,A007570,A020150,A030000,A185750,A035720,A192820,A120110,A021240,A192400,A003240,A036580,A028670,A047050,A103140,A086790,A000080,A036460,A071050,A025540,A002960,A015760,A161890,A161390,A000240,A047810,A060980,A008930,A128940,A009240,A020000,A105630,A014680,A004710,A018880,A009420,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A012450,A000720,A005440,A086280,A267250,A064350,A079430,A012330,A010620,A069960,A012630,A017800,A011210,A004020,A009540,A005380,A001450,A057050,A008770,A004800,A093370,A069260,,
2017-12-11,A006840,A027410,A282330,A138930,A001040,A079160,A000120,A097950,A005830,A000990,A114090,A078930,A006360,A007070,A001060,A096760,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A051900,A032640,A011070,A066570,A108670,A051910,A079550,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A010950,A034120,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A005610,A035250,A000050,A010130,A002240,A009290,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A251270,A006280,A005250,A004370,A019680,A008060,A000210,A001680,A047040,A069620,A006650,A003490,A001230,A026960,A000640,A170900,A001520,A049770,A014820,A000150,A042670,A034020,A007340,A115390,A023530,A004000,A004990,A005300,A011170,A002270,A204320,A008560,A033920,A006800,A003850,A003000,A005180,A006400,A028260,A207940,A032830,A018260,A028050,A009150,A005930,A010140,A016360,A029780,A000810,A145990,A000070,A004490,A001430,A003030,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A111770,A003520,A000670,A007310,A271560,A001800,A000030,A014830,A000100,A214320,A139480,A007570,A020150,A030000,A185750,A035720,A192820,A120110,A021240,A192400,A003240,A036580,A028670,A047050,A103140,A086790,A000080,A036460,A071050,A025540,A002960,A015760,A161890,A161390,A000240,A047810,A060980,A008930,A128940,A009240,A020000,A105630,A014680,A004710,A018880,A009420,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A012450,A000720,A005440,A086280,A267250,A064350,A079430,A012330,A010620,A069960,A012630,A017800,A011210,A004020,A009540,A005380,A001450,A057050,A008770,A004800,A093370,A069260,
2017-12-15,A006840,A027410,A282330,A138930,A001040,A079160,A000120,A097950,A005830,A000990,A114090,A078930,A006360,A007070,A001060,A096760,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A051900,A032640,A011070,A066570,A108670,A051910,A079550,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A010950,A034120,A034730,A011790,A001740,A096770,A006120,A017670,A000660,A005610,A035250,A000050,A010130,A002240,A009290,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A251270,A006280,A005250,A004370,A019680,A008060,A000210,A001680,A047040,A069620,A006650,A003490,A001230,A026960,A000640,A170900,A001520,A049770,A014820,A000150,A042670,A034020,A115390,A023530,A004000,A004990,A005300,A011170,A002270,A204320,A008560,A033920,A006800,A003850,A003000,A005180,A006400,A028260,A207940,A032830,A018260,A028050,A009150,A005930,A010140,A016360,A029780,A000810,A145990,A000070,A004490,A001430,A003030,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A111770,A003520,A000670,A007310,A271560,A001800,A000030,A014830,A000100,A214320,A139480,A007570,A020150,A030000,A185750,A035720,A192820,A120110,A021240,A192400,A003240,A036580,A028670,A047050,A103140,A086790,A000080,A036460,A071050,A025540,A002960,A015760,A161890,A161390,A000240,A047810,A060980,A008930,A128940,A009240,A020000,A105630,A014680,A004710,A018880,A009420,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A012450,A000720,A005440,A086280,A267250,A064350,A079430,A012330,A010620,A069960,A012630,A017800,A011210,A004020,A009540,A005380,A001450,A057050,A008770,A004800,A093370,A069260,,
2018-01-08,A006840,A027410,A282330,A138930,A001040,A079160,A000120,A097950,A005830,A000990,A114090,A078930,A006360,A007070,A001060,A096760,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A051900,A032640,A011070,A066570,A108670,A051910,A079550,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A010950,A034120,A034730,A011790,A001740,A006120,A096770,A285130,A017670,A000660,A005610,A035250,A000050,A010130,A002240,A009290,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A251270,A006280,A005250,A004370,A019680,A008060,A000210,A001680,A047040,A069620,A006650,A003490,A001230,A026960,A000640,A170900,A001520,A049770,A014820,A000150,A042670,A034020,A115390,A023530,A004000,A004990,A005300,A011170,A002270,A204320,A008560,A033920,A006800,A003850,A003000,A005180,A006400,A028260,A207940,A032830,A018260,A028050,A009150,A005930,A010140,A016360,A029780,A000810,A145990,A000070,A004490,A001430,A003030,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A111770,A003520,A000670,A007310,A271560,A001800,A000030,A014830,A000100,A214320,A139480,A007570,A020150,A030000,A185750,A035720,A192820,A120110,A021240,A192400,A003240,A036580,A028670,A047050,A103140,A086790,A000080,A036460,A071050,A025540,A002960,A015760,A161890,A161390,A000240,A047810,A060980,A008930,A128940,A009240,A020000,A105630,A014680,A004710,A018880,A009420,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A012450,A000720,A005440,A086280,A267250,A064350,A079430,A012330,A010620,A069960,A012630,A017800,A011210,A004020,A009540,A005380,A001450,A057050,A008770,A004800,A093370,A069260,
2018-03-09,A006840,A027410,A282330,A138930,A001040,A079160,A000120,A097950,A005830,A000990,A114090,A078930,A006360,A007070,A001060,A096760,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A051900,A032640,A011070,A066570,A108670,A051910,A079550,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A010950,A034120,A034730,A011790,A001740,A006120,A096770,A285130,A017670,A000660,A005610,A035250,A000050,A010130,A002240,A009290,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A251270,A006280,A005250,A004370,A019680,A008060,A000210,A001680,A047040,A069620,A006650,A003490,A001230,A026960,A000640,A170900,A001520,A049770,A014820,A000150,A042670,A034020,A115390,A023530,A004000,A004990,A005300,A011170,A002270,A204320,A008560,A033920,A006800,A003850,A003000,A005180,A006400,A028260,A207940,A032830,A018260,A028050,A009150,A005930,A010140,A016360,A029780,A000810,A145990,A000070,A004490,A001430,A003030,A068270,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A111770,A003520,A000670,A007310,A271560,A001800,A000030,A014830,A000100,A214320,A139480,A007570,A020150,A030000,A185750,A035720,A192820,A120110,A021240,A192400,A003240,A036580,A028670,A047050,A103140,A086790,A000080,A036460,A071050,A025540,A002960,A015760,A161890,A161390,A000240,A047810,A060980,A008930,A128940,A009240,A020000,A105630,A014680,A018880,A009420,A003300,A051600,A052690,A097230,A000880,A088350,A009830,A012450,A000720,A005440,A086280,A267250,A064350,A079430,A012330,A010620,A069960,A012630,A017800,A011210,A004020,A009540,A005380,A001450,A057050,A008770,A004800,A093370,A069260,
2018-06-14,A006840,A027410,A282330,A138930,A001040,A079160,A000120,A097950,A005830,A000990,A114090,A078930,A006360,A007070,A012630,A294870,A001060,A096760,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A051900,A032640,A011070,A066570,A108670,A051910,A079550,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A010950,A034120,A034730,A011790,A001740,A006120,A096770,A285130,A017670,A000660,A005610,A035250,A000050,A010130,A002240,A009290,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A251270,A006280,A005250,A004370,A019680,A008060,A000210,A001680,A047040,A069620,A006650,A003490,A001230,A026960,A000640,A170900,A001520,A049770,A014820,A000150,A042670,A034020,A115390,A023530,A004000,A004990,A005300,A011170,A002270,A204320,A008560,A033920,A006800,A003850,A003000,A005180,A006400,A028260,A207940,A032830,A018260,A028050,A009150,A005930,A010140,A016360,A029780,A000810,A145990,A000070,A004490,A001430,A003030,A068270,A029530,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A078520,A036570,A111770,A003520,A000670,A007310,A271560,A001800,A000030,A014830,A000100,A214320,A139480,A007570,A020150,A030000,A185750,A035720,A192820,A120110,A021240,A192400,A003240,A036580,A028670,A047050,A103140,A086790,A000080,A036460,A071050,A025540,A002960,A015760,A161890,A161390,A000240,A047810,A060980,A008930,A128940,A009240,A020000,A105630,A014680,A018880,A009420,A003300,A051600,A052690,A097230,A000880,A088350,A012450,A009830,A000720,A005440,A086280,A064350,A079430,A012330,A010620,A069960,A017800,A011210,A004020,A009540,A267250,A005380,A001450,A057050,A008770,A004800,A093370,A069260
2018-06-15,A006840,A027410,A282330,A138930,A001040,A079160,A000120,A097950,A005830,A000990,A114090,A078930,A006360,A007070,A012630,A294870,A001060,A096760,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A051900,A032640,A011070,A066570,A108670,A051910,A079550,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A010950,A034120,A034730,A011790,A001740,A006120,A096770,A285130,A017670,A000660,A005610,A035250,A010130,A002240,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A251270,A006280,A005250,A004370,A019680,A008060,A000210,A001680,A047040,A042660,A069620,A006650,A003490,A001230,A026960,A000640,A170900,A001520,A049770,A014820,A000150,A241560,A042670,A034020,A115390,A023530,A004000,A004990,A005300,A011170,A002270,A071840,A204320,A008560,A033920,A006800,A003850,A003000,A005180,A006400,A028260,A207940,A032830,A018260,A028050,A009150,A005930,A010140,A016360,A029780,A000810,A145990,A000070,A004490,A001430,A003030,A068270,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A036570,A111770,A003520,A000670,A007310,A271560,A001800,A000030,A014830,A000100,A214320,A139480,A007570,A020150,A030000,A185750,A035720,A192820,A120110,A021240,A192400,A003240,A036580,A028670,A047050,A103140,A086790,A000080,A036460,A071050,A025540,A002960,A015760,A161890,A161390,A000240,A047810,A060980,A008930,A128940,A009240,A020000,A105630,A014680,A018880,A009420,A003300,A051600,A052690,A097230,A000880,A088350,A012450,A009830,A000720,A005440,A086280,A064350,A079430,A012330,A010620,A069960,A017800,A011210,A004020,A009540,A267250,A005380,A001450,A057050,A008770,A004800,A093370,A069260,
2018-07-16,A006840,A027410,A282330,A138930,A001040,A079160,A000120,A097950,A005830,A000990,A114090,A078930,A006360,A007070,A012630,A294870,A001060,A096760,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A051900,A032640,A011070,A066570,A108670,A051910,A079550,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A010950,A034120,A034730,A011790,A001740,A006120,A096770,A285130,A017670,A000660,A005610,A035250,A010130,A002240,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A251270,A006280,A005250,A004370,A019680,A008060,A000210,A001680,A047040,A042660,A069620,A006650,A003490,A001230,A026960,A000640,A170900,A001520,A049770,A014820,A000150,A241560,A042670,A034020,A115390,A023530,A004000,A004990,A005300,A011170,A002270,A071840,A204320,A008560,A033920,A006800,A003850,A003000,A005180,A006400,A028260,A207940,A032830,A018260,A028050,A009150,A005930,A010140,A016360,A029780,A000810,A145990,A000070,A004490,A001430,A003030,A068270,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A036570,A111770,A003520,A000670,A007310,A271560,A001800,A000030,A014830,A000100,A214320,A139480,A007570,A020150,A030000,A185750,A035720,A192820,A120110,A021240,A192400,A003240,A036580,A028670,A047050,A103140,A086790,A000080,A036460,A071050,A025540,A002960,A015760,A161890,A161390,A000240,A047810,A060980,A008930,A128940,A009240,A020000,A105630,A014680,A018880,A009420,A003300,A051600,A052690,A097230,A000880,A088350,A012450,A009830,A000720,A005440,A086280,A064350,A079430,A012330,A010620,A069960,A017800,A011210,A004020,A009540,A267250,A005380,A001450,A057050,A008770,A004800,A298040,A093370,A069260
2018-12-14,A006840,A027410,A282330,A138930,A001040,A079160,A000120,A097950,A005830,A000990,A114090,A078930,A006360,A007070,A012630,A294870,A001060,A096760,A105560,A002380,A030200,A033780,A093050,A003550,A034220,A001120,A051900,A032640,A011070,A066570,A108670,A051910,A079550,A006260,A010120,A035420,A005940,A010060,A005490,A064960,A010950,A034120,A034730,A011790,A001740,A006120,A096770,A285130,A017670,A000660,A005610,A035250,A010130,A002240,A011780,A073240,A000270,A024110,A003920,A025860,A002350,A251270,A006280,A005250,A004370,A019680,A008060,A000210,A001680,A047040,A042660,A069620,A006650,A003490,A001230,A026960,A000640,A170900,A001520,A049770,A014820,A000150,A241560,A042670,A034020,A115390,A023530,A004000,A004990,A005300,A011170,A002270,A071840,A204320,A008560,A033920,A006800,A003850,A003000,A005180,A006400,A028260,A207940,A032830,A018260,A028050,A009150,A005930,A010140,A016360,A029780,A000810,A145990,A000070,A004490,A001430,A068270,A004170,A055550,A003410,A003620,A002790,A090430,A010780,A005850,A012750,A036570,A111770,A003520,A000670,A007310,A271560,A001800,A000030,A014830,A000100,A214320,A139480,A007570,A020150,A030000,A185750,A035720,A192820,A120110,A021240,A192400,A003240,A036580,A028670,A047050,A103140,A086790,A000080,A036460,A071050,A025540,A002960,A015760,A161890,A161390,A000240,A047810,A060980,A008930,A128940,A009240,A020000,A105630,A014680,A018880,A009420,A003300,A051600,A052690,A097230,A000880,A088350,A012450,A009830,A000720,A005440,A086280,A064350,A079430,A012330,A010620,A069960,A017800,A011210,A004020,A009540,A267250,A005380,A001450,A057050,A008770,A004800,A298040,A093370,A069260,
